X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
18,14,15.4,2,15.2,19,3.6,43.1,5,2,1106,8,5.80,304.28,13
13,7,15.2,2,10.2,22,3.7,38.6,1,4,695,8,3.41,318.7,8
23,14,15.3,2,10.3,21,4,25.6,12,3,985,8,7.72,905.58,7
21,7,16.0,3,10.9,25,3.5,31.8,21,3,1124,10,5.42,402.35,15
5,1,16.1,1,11.3,22,3.6,40.6,0,3,538,10,0.69,62.76,10
8,13,15.9,1,9,26,3.7,45.6,45,3,524,8,6.28,517.25,10
21,2,17.7,5,16.1,30,4,21.8,1,4,834,11,5.34,314.55,11
16,9,16.1,0,9.2,20,3.7,42.5,43,3,133,8,5.22,428.03,12
6,14,15.4,1,14.8,17,3.6,32.1,22,2,806,7,3.11,420.13,3
19,13,16.3,3,15.7,23,3.2,28.1,0,4,406,11,1.98,104.61,13
21,5,16.0,7,13,25,3.4,18.4,23,4,456,11,8.46,292.01,8
7,5,16.3,3,13.4,21,3.8,17.3,0,3,1286,9,1.10,106.66,15
22,3,18.8,3,14.9,28,3.9,40.3,0,2,656,6,0.92,58.99,2
16,4,15.8,4,9,28,3.8,43.7,15,2,809,7,1.51,119.95,3
12,4,15.7,2,9.4,29,3.4,37,79,3,618,9,4.52,380.82,6
21,13,16.4,4,12.8,19,3.6,38.5,1,4,947,11,3.18,417.97,8
16,4,15.6,2,14,14,3.9,36.6,2,3,890,9,2.29,290.35,1
21,7,14.7,1,10.1,17,3.6,22.4,19,3,693,7,4.23,464.29,6
13,11,15.6,2,11.3,16,3.4,44.2,20,2,871,7,2.40,266.33,5
13,4,16.0,2,13.9,23,4.2,34.8,0,3,629,11,0.51,60.91,5
12,1,15.6,1,14.4,27,4,45.9,0,2,833,8,2.09,82.48,6
24,14,15.1,0,12.9,21,3.7,47.7,40,3,863,9,1.98,109.15,9
13,11,16.2,3,15,19,3.6,40.7,0,4,611,11,0.16,19.2,5
15,2,16.5,3,13.4,24,3.8,29.4,1,3,608,7,0.78,69.75,1
16,13,16.2,3,16.7,15,3.9,38.8,0,4,489,11,0.40,15.22,8
23,13,16.0,1,13.2,20,4.1,50.1,3,3,709,10,2.63,294.37,10
14,11,16.6,2,11.3,16,4.2,35.9,0,3,722,9,0.50,43.64,11
16,8,16.1,3,12.4,22,3.9,49.1,0,4,664,10,0.56,56.37,10
19,14,15.5,1,13.6,22,3.8,31.3,1,2,777,7,0.19,163.71,13
23,13,15.5,5,14.8,30,3.9,31.3,14,2,1439,8,5.96,335.18,7
21,13,15.7,2,10.6,24,3.7,31.9,1,4,787,9,2.40,280.67,10
11,2,17.0,0,16.1,26,3.7,33.4,0,4,555,11,1.01,56.18,4
16,1,15.6,4,10.1,24,3.9,27,3,3,370,7,1.66,123.21,14
16,14,15.0,1,12.6,18,3.9,43.2,2,4,914,10,3.23,436.49,1
16,14,15.3,0,9.3,15,3.4,32.3,31,4,268,10,2.21,249.54,10
13,11,16.3,1,16.3,20,3.7,45.5,0,2,975,7,2.03,191.14,5
21,13,16.0,2,14,16,3.6,43.8,1,3,917,10,2.50,192.45,11
16,13,16.2,3,15.9,20,3.7,38.6,0,4,1355,11,1.19,64,6
21,7,16.0,1,13.1,20,4,29.4,62,2,1019,7,2.01,223.25,8
12,11,16.0,1,9.3,13,2.8,37.9,119,3,543,8,2.44,267.33,1
16,8,15.4,0,14.2,20,4,26.7,28,3,1110,8,2.81,563.38,14
21,7,15.0,1,11.4,16,3.9,29.8,1,3,1216,8,2.68,326.81,8
21,6,16.2,1,12.6,21,3.7,17,1,3,689,10,0.83,73.61,8
13,14,15.6,0,10.9,22,3.7,28.1,40,4,900,9,7.42,697.89,5
16,7,15.0,4,9.5,22,3.2,38.4,3,2,619,8,2.38,222.31,1
18,4,15.0,2,9.8,23,3.6,21,1,4,905,10,2.14,212.51,12
16,7,14.7,1,13.5,14,3.8,31.6,0,3,908,8,0.32,33.76,10
14,2,16.5,0,13.7,24,3.9,31.8,34,3,462,10,4.89,508.32,11
5,3,16.4,1,12.6,18,3.7,44.4,5,5,288,11,1.43,34.33,15
11,5,15.0,3,8.6,29,3.9,50.1,3,2,426,7,3.09,258.14,4
7,2,15.5,5,11.8,24,4,28.4,9,3,390,8,2.73,307.43,11
23,5,15.4,3,11.7,26,3.9,36.2,1,3,1120,9,0.97,76.23,10
18,11,15.8,0,16.4,15,3.5,35.3,2,4,210,10,4.76,520.08,1
9,5,16.0,3,12.7,27,3.8,37.6,0,4,566,11,0.86,20.99,12
11,13,15.7,5,14,24,3.9,29.1,11,2,750,7,20.57,1453.64,4
2,13,16.5,3,13.8,23,3.7,27.9,0,3,954,10,0.61,54,9
21,7,14.6,1,9.7,23,3.4,38.4,41,3,412,7,6.10,546.75,8
4,5,16.1,3,13.5,17,3.3,19.8,62,4,749,10,3.14,223.21,5
9,13,16.4,3,16.5,23,3.8,40.2,0,2,646,6,1.07,231.2,12
16,4,14.6,2,10.2,12,3.8,51.5,1,2,1207,6,3.05,219.6,12
18,5,16.1,5,14.3,25,3.9,32.4,9,3,314,10,1.62,117.84,13
14,5,16.7,0,11.9,22,3.7,37,0,3,714,10,0.54,70.54,9
24,5,14.9,4,10,27,3.7,34.7,1,2,856,7,1.12,86.66,13
7,5,15.9,5,12.5,25,3.9,39.5,71,3,822,9,2.00,134.69,4
16,14,15.7,0,9.6,17,3.9,47.3,1,3,535,9,0.74,110.41,3
23,5,16.1,5,9.7,24,4.2,44.9,0,2,672,8,1.15,82.93,10
16,11,16.4,0,11.5,21,3.8,47.5,0,3,530,9,0.45,62.26,10
19,10,16.3,1,11.3,20,3.5,38.3,0,3,849,7,0.63,73.63,5
14,13,16.4,5,12.2,22,3.9,38.5,1,4,585,11,2.32,336.48,9
14,2,15.2,1,13.4,25,3.3,38.4,3,3,998,9,2.56,250.39,15
12,5,15.5,3,10.2,19,3.4,21.9,76,3,725,9,2.52,233.06,1
24,2,15.6,3,12.6,23,3.6,22.7,1,3,1311,10,1.62,156.66,9
12,4,14.8,1,12.2,20,3.9,18.2,84,3,453,8,2.91,172.66,9
19,14,14.8,2,13.5,21,4.1,35.1,0,3,674,9,0.57,92.67,5
7,14,15.0,0,9,17,3.6,37.4,1,2,1119,8,2.46,280.12,4
5,14,15.0,0,13.2,20,3.8,34.6,3,2,368,7,6.39,573.78,15
11,13,15.7,1,8.5,16,3.7,30.5,0,3,570,9,0.45,164.45,4
12,10,15.9,1,16.6,18,3.8,32,1,4,982,10,2.99,362.24,14
21,13,15.0,1,11.8,19,3.9,33,1,3,385,8,3.64,396.74,8
11,5,15.0,4,9.2,16,3.9,40.8,0,2,518,8,2.89,103.66,4
16,4,16.3,2,15.7,25,4,20.1,17,3,666,11,0.76,140.17,10
18,7,15.1,1,7.7,25,3.7,33.2,47,3,838,9,1.37,161.2,8
21,13,16.4,7,13.7,22,4.1,35.5,0,4,682,11,1.23,132.77,11
16,5,15.1,1,9.5,21,3.5,27.7,1,3,404,8,6.67,717.6,1
14,2,17.1,3,11,22,3.6,32.7,1,4,638,11,3.43,264.09,15
21,2,17.7,0,17.1,17,3.9,36.4,1,3,672,11,4.24,351.79,11
12,3,15.4,5,10.6,29,3.9,31.8,0,2,624,6,0.16,23.48,1
1,7,15.2,0,10,27,3.5,48.8,1,3,740,9,2.84,261.78,9
16,4,15.4,1,10.6,19,3.8,25.4,0,3,794,8,0.71,72.66,3
24,7,14.3,0,8.9,14,3.8,41.8,0,3,285,8,1.94,204.86,13
23,13,15.2,3,9.2,15,4.2,46.8,0,4,341,10,0.12,16.91,11
16,4,15.6,0,11.2,17,3.9,42.6,0,3,890,9,1.61,304.86,12
13,13,16.0,0,12.8,21,4,31.3,1,3,1141,8,4.17,445.24,5
16,5,16.7,5,12.4,11,4.2,37.8,0,4,814,11,2.09,126.98,1
17,13,15.8,6,10.1,19,4,25.2,0,4,1201,10,4.47,220.96,2
15,11,16.6,2,14,19,3.4,41.8,4,2,338,7,0.99,97.87,7
19,1,16.7,1,12.3,21,3.9,29.8,0,3,1085,10,1.44,99.73,5
23,1,15.8,3,12.8,14,3.7,32.6,0,2,413,7,0.71,46.42,10
2,7,15.6,3,9.9,18,3.7,28.9,0,3,817,9,1.13,134.47,14
19,7,14.3,0,12.5,18,3.2,35,30,4,454,9,3.85,373.06,5
21,7,14.9,4,9,25,3.9,39.9,2,2,329,6,4.81,294.93,8
4,3,16.4,3,17.3,28,3.8,37.9,1,2,1128,7,2.40,222.67,13
16,7,15.2,0,10.1,19,4,30.9,1,3,263,9,2.45,392.87,10
16,14,15.0,0,8.8,16,3.6,44.5,0,2,907,7,2.29,215.64,6
24,14,14.9,2,11,27,3.9,25.4,5,3,1133,8,4.10,350.49,9
16,5,15.5,1,12.4,24,3.8,25.2,0,3,343,8,0.32,58.4,15
14,11,16.7,2,16.2,25,3.3,36.3,32,2,1591,7,3.57,173.73,11
16,4,15.1,1,8.4,18,3.6,22.8,0,2,715,7,2.54,223.66,1
10,1,15.6,0,11.5,24,3.8,34.7,0,3,736,9,1.65,67.36,5
16,8,15.9,1,17.6,25,3.5,31.1,0,2,503,8,1.36,147.65,1
7,7,15.8,3,14.6,19,3.6,37.3,1,4,1290,10,1.16,61.48,11
5,5,17.2,5,16.4,23,3.9,34.8,0,2,670,6,1.62,123.84,15
11,11,15.5,1,5.8,15,3.8,45.4,5,3,614,8,6.74,534.08,4
12,11,16.0,1,14,21,3.7,52.7,0,3,306,10,1.11,134.45,1
13,7,14.8,0,15.2,22,3.4,49.4,42,2,626,8,3.04,324.23,2
23,11,16.2,0,16.7,21,3.8,31.3,0,4,578,10,0.43,20.71,7
13,5,15.6,1,9.7,22,3.8,34.8,36,3,703,8,1.48,359.67,5
2,13,15.8,3,13.8,15,3.7,41.9,36,2,409,7,3.54,421.93,1
14,14,15.2,2,10.5,30,3.8,26.9,46,3,890,7,5.53,490.29,9
12,3,16.1,3,10.7,19,3.5,22.6,0,2,1032,7,1.15,59.62,3
21,2,16.0,4,10.2,14,3.9,38.1,0,3,365,7,3.46,52.79,8
16,4,14.8,1,15.2,14,3.8,38.9,1,3,623,8,2.06,207.97,6
23,13,16.2,2,14.4,20,3.9,44.7,15,4,508,11,4.49,421.95,7
16,5,15.5,0,10.3,20,3.8,42.2,2,4,876,8,3.24,281.22,10
13,14,15.7,0,9.4,23,3.4,39.6,30,3,435,9,7.10,669.22,2
17,2,15.9,6,13.1,26,3.9,33.9,0,3,437,8,1.40,113.49,9
7,5,16.0,3,13.4,22,3.6,40.8,0,2,534,7,1.67,235.44,15
12,5,15.3,2,12.2,20,3.9,33.2,0,2,970,7,0.64,134.88,14
24,2,16.9,6,14.5,26,3.7,39.9,0,3,642,10,2.77,208.65,13
21,13,15.3,0,9.2,21,3.1,41.8,99,3,288,9,3.63,273.24,8
12,14,15.6,1,11.3,19,3.8,37.5,32,3,395,8,0.39,60.39,3
11,11,18.2,1,18.9,19,4.1,37.4,1,2,290,6,3.25,430.18,4
7,13,16.8,1,13.3,18,4.1,25,1,4,389,10,2.43,208.79,8
5,5,16.1,4,14.2,25,3.3,43.4,3,3,758,10,2.76,231.03,8
12,11,15.8,2,11,26,4.2,38,3,3,378,10,1.13,111.76,1
16,5,17.1,2,12,18,3.7,44.4,1,1,783,6,1.98,359.4,12
7,13,15.3,2,11.9,24,3.7,28.7,0,4,614,10,2.27,259.43,11
16,7,15.7,0,14.5,26,3.7,39.3,1,3,599,9,0.69,92.82,10
16,9,18.7,0,15.1,23,3.8,52.8,0,3,1234,6,2.34,324.17,12
11,11,15.7,1,12.7,24,3.5,33.1,0,3,1186,9,1.38,100.92,4
7,7,14.8,1,9.9,20,3.6,45,2,3,641,9,3.52,484.08,11
21,13,15.7,5,13.5,27,3.8,42.1,39,3,688,9,3.34,355.11,10
17,13,16.7,2,17.4,21,3.8,32.3,1,3,487,9,3.80,490.76,9
5,13,16.3,2,9.9,26,3.8,36.8,4,3,979,10,1.36,173.8,15
7,5,15.8,5,13.4,24,4,33,1,2,800,6,2.25,212.72,11
14,5,14.9,1,10.5,19,3.9,46.9,0,2,657,7,0.14,20.19,9
10,14,14.9,0,11.1,25,3.9,38,1,3,724,10,0.29,109.36,3
16,8,16.0,2,12.4,24,3.8,42.1,0,3,836,8,0.91,27.75,12
2,14,15.2,3,15.2,21,3.8,29.4,0,3,957,10,1.25,135.8,9
16,1,16.0,4,15,24,3.9,39.7,0,3,1170,8,0.89,78.3,1
11,5,16.7,2,9.8,24,3.8,50,1,3,882,9,3.32,319.91,4
13,7,16.5,3,13.7,27,4,37.8,0,2,849,6,2.69,92.62,8
21,14,15.5,0,11,24,4.1,35,2,3,618,8,4.83,562.34,1
24,11,16.1,2,11.8,24,3.6,33.4,26,3,827,10,2.10,119.53,13
13,10,16.4,2,17.1,19,3.6,36.4,0,3,857,9,0.73,75.24,5
16,14,16.0,1,14.6,23,4,36.3,9,3,1003,9,0.81,161.74,6
5,13,16.4,4,13.7,18,3.9,48.1,0,3,554,11,1.88,84.3,10
16,5,15.0,2,13.7,22,3.5,40.9,1,2,599,8,2.02,244.35,14
12,14,15.3,1,13.7,21,4.1,25.8,0,2,572,9,0.80,97.75,3
16,4,15.1,1,12,25,3.7,41.9,0,2,487,7,2.29,143.48,1
13,13,15.0,3,13,25,4.1,17.3,1,2,403,8,1.84,116.62,9
2,13,15.9,4,13.4,21,3.9,32.5,1,4,799,10,3.58,388.89,14
24,7,16.3,4,13.2,21,3.7,32.2,91,3,493,10,2.15,214.34,7
13,14,15.3,0,11.2,17,3.7,26.9,1,3,499,8,3.52,416.97,5
23,7,15.8,1,10.4,20,3.9,35.2,0,3,421,10,0.13,22.08,7
16,9,16.0,1,14.5,20,3.5,48.1,34,3,919,9,3.39,378.19,12
16,14,15.6,2,12.4,22,3.9,25,33,2,442,7,7.13,822.5,3
3,11,16.1,0,15.5,31,3.7,31.1,1,4,930,10,2.21,277.49,3
16,5,15.0,3,14.8,24,3.7,27,2,2,339,8,1.17,84.77,10
16,5,15.0,2,10.2,19,3,31.9,1,2,794,7,2.40,151.39,1
5,13,16.5,2,14.1,18,3.7,35.6,7,4,441,10,5.22,443.74,15
16,11,16.0,1,9.8,20,3.7,37,1,3,613,8,0.41,92.74,10
16,12,16.0,0,13.8,17,3.8,33.5,0,3,406,9,0.54,29.65,10
16,2,15.2,2,14.5,28,3.4,38.7,0,2,733,8,0.37,45.67,9
24,6,15.8,4,9,24,3.8,44.4,0,2,714,7,1.19,74.11,13
16,3,15.6,0,12.6,11,3.7,51.7,55,3,802,9,0.81,16.59,12
11,3,16.3,1,15.3,17,4,39.4,0,2,917,7,0.48,36.51,4
24,14,15.9,2,13,15,3.8,17.4,4,3,676,9,3.82,113.04,13
13,2,18.6,4,17.1,30,3.9,29.5,0,2,854,7,1.79,104.3,8
24,5,15.3,1,12.1,25,4,33,2,2,998,7,2.59,234.27,13
5,1,16.1,4,14.2,26,3.7,43.5,0,3,460,10,0.30,26.93,10
23,7,15.0,4,10.9,19,4,30.4,0,4,757,10,0.72,70.83,7
24,13,16.3,5,11.9,26,3.6,35.3,0,4,665,9,1.44,67.34,13
24,11,15.2,1,13.9,19,3.9,22.9,1,2,560,8,2.31,273.75,13
21,11,16.7,0,13.2,24,3.6,25.1,1,3,552,9,4.56,436.21,11
17,11,15.6,1,14.5,23,3.5,43.7,1,3,505,8,3.08,404.6,9
2,5,15.0,3,9.7,18,3.5,41.8,0,2,336,8,1.29,161.37,14
13,14,15.9,0,9.9,21,3.9,33.6,91,3,997,8,2.87,256.11,9
7,13,16.0,3,13.3,25,3.7,40.2,0,2,1146,8,1.25,97.76,15
21,2,17.8,3,13.8,22,3.5,32.7,0,3,736,9,4.32,223.02,12
16,7,15.4,0,11.1,23,4,30.5,0,3,460,9,2.47,100.41,12
21,13,16.1,2,14,23,4,27.3,1,2,203,7,3.00,363.97,15
12,5,15.0,2,9.5,20,3.7,44.5,0,4,564,10,0.64,73.51,1
20,13,16.4,2,13.8,18,3.9,40.2,0,4,218,11,0.39,38.07,15
24,2,15.4,3,15.2,23,4,31.2,1,2,560,7,4.63,395.37,13
14,14,14.6,3,11.6,28,3.9,31.2,1,1,737,6,2.69,139.63,15
2,5,15.8,2,13,17,3.8,35.9,0,2,615,6,0.08,49.1,14
12,14,15.0,2,12.9,22,3.9,30.9,0,3,443,7,0.91,93.86,10
19,7,15.8,5,13.7,24,3.7,37.9,1,4,384,10,5.04,217.38,13
7,2,15.9,1,12.2,21,3.6,52,0,3,753,8,0.55,81.14,11
18,13,15.8,6,10,24,3.6,27.9,16,4,363,10,2.11,50.66,13
24,13,14.7,6,8.4,23,3.7,38.2,0,2,298,6,0.97,59.39,7
16,7,15.7,1,13.6,22,3.3,15.3,55,4,663,8,9.87,1243.41,12
5,3,15.6,0,10.8,25,3.8,29,31,3,896,8,1.99,39.41,15
12,5,16.1,5,13.7,26,3.5,38.3,103,3,745,9,1.79,185.09,1
2,5,16.8,4,9.3,16,3.4,35.1,0,3,1069,9,3.42,291.57,14
14,11,16.0,2,13.8,20,3.6,28.5,0,3,851,8,0.99,152.74,9
10,5,17.4,1,15.8,23,3.9,27.7,1,2,628,6,2.34,193.61,5
23,6,15.6,4,7,31,3.3,35,2,4,845,10,3.33,318.83,7
12,7,16.6,5,12.5,24,3.9,40.9,0,4,969,11,0.93,69.49,1
21,14,15.2,3,12.9,16,3.8,46,48,2,604,7,2.38,271.72,8
16,12,16.0,0,16.4,20,3.4,39.3,0,3,659,8,0.52,65.59,12
12,14,16.2,3,13.5,21,3.9,33.5,0,2,1290,7,0.25,33.07,5
21,13,16.0,3,9.6,25,3.7,32.5,3,4,563,10,2.73,310.03,11
16,7,15.4,4,11,22,3.7,31.2,1,2,1031,7,1.58,208.12,6
21,2,15.1,5,11.3,24,2.5,38.6,0,3,973,7,1.52,139.06,11
19,7,15.0,5,11.5,27,3.7,43.2,0,3,802,8,2.57,38.44,13
10,4,15.2,1,13.3,26,3.5,24.9,1,2,347,8,3.50,339.28,3
16,4,16.4,0,13.6,23,3.7,35.6,0,4,618,11,3.78,26.25,12
2,5,16.4,2,13.3,29,4,34.1,0,2,422,6,0.10,31.19,1
9,12,16.3,1,10.7,20,3.9,40.9,1,2,935,7,0.80,50.02,12
23,13,15.7,4,13.2,26,3.6,39.8,0,3,372,10,1.00,55.81,7
16,5,15.2,3,11.2,20,3.3,26.9,1,3,315,7,3.35,273.09,1
24,11,15.6,2,15.8,25,3.6,40,58,3,819,9,4.53,421.34,13
21,7,14.6,4,11.6,19,3.9,22.6,0,2,726,6,0.46,36.43,8
13,13,17.0,5,13.3,29,3.9,40,3,1,359,6,5.22,514.98,9
16,5,16.1,3,13.7,23,3.6,23.5,25,4,788,11,3.97,292.08,12
2,7,14.9,1,13.5,22,3.7,28.6,0,2,625,6,0.33,25.58,14
13,3,16.7,3,15,20,3.7,33.7,123,3,773,9,1.39,160.09,5
13,5,17.1,3,16.2,21,4,28.9,0,2,925,6,1.58,119.82,13
19,5,15.7,2,9.3,21,3.7,35.4,0,4,549,10,0.54,70.88,5
7,5,16.1,1,13.2,23,3.5,29,9,4,404,11,11.20,1096.47,4
14,5,17.2,3,14.5,23,3.4,32.7,34,2,709,7,3.23,382.57,11
11,7,15.1,0,8,13,4,30.8,12,3,829,7,0.77,1087.83,7
23,7,15.9,0,14.2,15,3.8,38,1,3,911,8,2.03,636.1,10
16,8,16.1,1,13.2,18,3.4,35.9,1,3,396,7,1.38,193.5,12
16,14,15.2,1,12.4,22,4,33,2,3,964,9,3.74,557.89,3
23,2,16.2,1,12.3,16,3.7,44.3,0,3,782,10,0.14,32.65,7
16,7,16.2,1,11.1,28,3.7,51.4,1,3,673,9,3.47,337.93,10
12,5,15.9,0,13.3,17,3.6,8.6,15,3,593,8,5.63,815.72,9
13,12,16.2,3,11.9,22,3.8,42.4,0,4,807,10,0.89,95,2
21,11,16.0,0,12.2,27,4.2,27.1,0,3,965,8,0.45,40.28,4
16,14,16.3,3,12.2,22,3.8,27.9,86,4,348,10,8.50,679.45,1
23,13,16.0,3,11.5,24,3.7,37.9,1,3,624,11,1.83,184.73,11
12,2,17.1,3,8.5,26,4,23.8,1,4,1815,11,4.61,448.74,1
14,12,16.4,0,14.1,22,3.8,31,0,2,828,9,0.15,23.52,9
21,11,16.3,2,9.3,22,3.9,28.5,1,4,1037,9,3.07,383.97,6
7,7,15.4,1,8.3,16,3.4,40.1,33,3,1111,7,5.74,451.02,11
13,7,14.8,5,8.9,23,3.7,35.3,4,3,730,7,4.53,422.28,8
13,5,15.9,2,8.8,18,3.8,36.4,0,4,521,10,0.55,108.95,5
24,3,16.5,4,14.3,26,3.6,43.5,7,4,1185,11,3.49,243.3,13
23,6,17.0,4,16.2,28,3.8,37,0,4,776,11,0.78,72.17,7
12,4,15.5,1,10.9,24,3.6,42.7,2,4,682,10,7.54,777.15,1
23,13,15.8,1,12.3,18,3.8,30.3,0,3,965,10,0.62,72.75,7
6,2,16.1,6,11.2,19,3.8,29.3,1,3,537,10,6.60,372.43,15
16,11,16.0,1,15.9,26,4,39.6,0,4,602,9,1.52,141.97,8
21,7,14.7,0,10,24,3.9,46.2,0,3,544,10,1.13,61.48,8
16,4,16.0,2,14.1,15,3.9,31,0,2,927,6,0.57,140.29,12
16,4,16.2,2,12.1,13,3.8,28.4,1,2,764,7,1.40,198.74,12
13,8,16.1,3,14.4,21,3.4,26.2,0,4,568,9,2.59,229.05,5
12,14,15.1,1,11.8,21,2.9,27.6,7,2,724,8,8.69,1528.2,6
24,11,15.6,1,9.7,23,3.9,39.7,0,3,1078,9,1.76,198.96,13
12,4,15.0,4,14.3,24,4,33.6,0,4,330,10,0.59,53.6,1
5,5,16.6,1,14.6,28,4,39.9,11,2,536,6,9.32,589.29,4
1,14,15.3,3,5.9,22,3.9,40.7,1,2,498,7,1.79,140.63,1
16,5,15.6,0,12,23,3.5,38.3,0,4,1019,10,1.37,201.85,10
5,11,15.3,2,8.8,24,3.6,37.2,1,3,633,7,0.45,123.73,15
12,5,16.5,1,15.7,25,3.5,24.5,1,2,1064,6,2.05,248.21,1
13,5,16.4,5,15,20,3.7,45.6,66,3,760,10,3.72,186.49,5
7,3,16.2,1,13.5,16,3.9,36.1,0,4,1079,11,0.45,69.49,11
24,13,16.4,3,10.2,18,3.6,25.1,61,3,506,8,2.68,105.88,13
7,13,15.5,0,7,19,3.8,46.3,66,3,823,8,3.29,316.99,15
23,13,15.4,2,15,22,4,28.4,19,3,623,10,1.30,160.66,13
24,14,14.6,3,10.9,21,3.8,32.7,0,2,614,6,2.33,192.21,13
2,14,16.2,3,12.9,19,3.8,33.3,0,3,457,11,0.64,96.28,9
7,5,16.1,1,13.6,19,3.9,26,3,2,510,7,7.58,925.09,15
17,13,16.2,4,12.3,18,3.6,35.6,14,4,1072,11,6.64,539.18,9
12,4,15.9,0,12.9,17,3.5,34,0,3,445,7,2.67,288.51,6
2,11,15.3,1,10.9,15,4,40.2,0,3,699,7,0.39,38.83,9
11,2,17.0,2,15.8,27,3.7,19.7,0,3,1066,11,1.78,89.13,4
7,7,15.5,4,12.6,19,3.8,31.6,0,3,1076,9,2.37,179.69,15
16,5,16.6,2,13.2,29,3.9,39.9,1,4,813,10,2.17,471.39,12
23,7,16.2,1,13.1,18,3.8,39.4,0,4,718,11,0.77,89.92,7
21,13,18.0,4,13.8,25,3.8,41.7,2,2,963,6,3.02,231.25,11
17,5,15.2,2,11.6,16,4.1,38.1,1,3,634,7,1.42,66.54,9
12,13,15.4,4,14.2,22,4,13.3,22,3,805,10,2.02,243.23,1
16,6,15.7,3,14.5,24,3.9,36.3,0,3,479,9,3.16,238.89,12
16,7,15.0,2,8.4,25,3.8,31.5,1,3,422,7,7.77,801.2,6
14,14,14.7,0,10.1,20,4,34.6,0,2,809,8,0.71,88.95,9
7,13,15.2,5,9.5,28,3.8,32.1,1,4,895,10,2.64,218.57,15
7,14,16.1,2,10.3,17,4,52.8,2,3,804,10,1.90,250.63,11
3,13,15.4,6,7.8,21,3.6,43.7,1,3,933,9,4.10,378.49,13
14,14,15.3,0,15.7,27,3.6,38.3,74,3,569,8,0.87,64.22,15
12,10,16.1,2,15.2,24,3.3,37.4,0,3,1345,10,0.58,71.36,1
16,9,16.0,2,8.8,24,3.9,28.9,2,4,754,8,1.03,114.84,12
3,11,15.9,2,12.4,28,4,47.5,0,2,717,9,0.57,53.91,2
13,14,15.6,3,12,19,3.9,38.4,0,4,461,11,1.54,119.73,5
16,14,16.0,2,10,22,3.2,36.1,0,2,1033,7,0.55,78.68,5
5,3,16.4,1,10.5,23,3.9,34.4,1,4,1290,11,1.46,134.4,15
2,13,15.6,4,10.9,20,4,36.2,1,3,748,10,1.49,164.39,10
2,2,15.9,3,12.7,27,4,37.8,2,4,740,10,3.43,336.1,1
16,14,14.9,0,13.1,20,3.7,37.3,0,3,481,9,2.15,131.39,10
24,2,16.5,5,14.6,33,3.8,44,0,4,772,11,1.21,85.8,7
16,14,15.2,2,11.6,27,4,41.3,9,4,778,9,3.52,524.23,9
18,11,16.8,0,10,23,4.2,33.4,0,4,451,10,0.71,63.92,13
2,7,15.3,0,14.2,14,3.9,26.7,22,4,539,10,5.26,577.1,14
14,2,16.3,4,15.9,24,3.6,26.9,2,3,974,7,2.22,178.74,9
16,14,14.5,2,10.8,24,3.6,55.5,0,3,645,9,1.24,118.65,10
21,4,16.6,4,15.1,25,3.7,30.6,0,4,388,11,1.47,173.7,12
16,5,15.4,1,10.4,16,4.1,24.2,0,2,710,8,3.23,240.9,6
19,2,17.7,3,14.6,14,3.9,20.7,0,3,708,11,0.99,80.81,2
16,5,16.2,0,9.3,17,3.8,39.9,0,3,628,9,1.87,191.39,2
16,8,15.8,2,12.8,23,3.9,31.4,0,3,925,9,1.34,139.96,14
21,14,15.1,2,13.5,25,3.7,18.7,10,4,944,10,3.95,856.79,4
11,4,14.6,5,10.4,19,3.9,31.1,1,0,823,6,0.84,67.15,4
19,7,15.9,2,12.2,20,3.7,22.7,1,4,1187,10,0.49,93.81,13
16,12,18.7,0,14.9,19,3.6,39.8,0,2,832,6,0.74,30.85,12
2,11,19.1,2,18.6,20,3.9,31.3,0,1,1123,6,0.53,74.69,14
12,5,15.6,5,12.5,19,4.1,40.7,0,2,851,6,1.90,146.16,10
9,9,16.4,0,13.8,25,4,44.6,0,3,760,9,0.99,116.84,12
23,5,15.0,0,11.2,20,3.5,30.1,3,3,1409,8,3.94,426.77,10
12,5,15.8,1,10.3,30,3.8,48.6,0,3,627,8,2.07,284.67,6
7,7,14.7,1,13.9,23,4,36.5,27,2,712,8,1.60,134.89,15
17,11,16.7,0,11.7,15,3.9,40.2,0,3,850,10,0.77,58.62,9
8,5,16.7,4,12.8,22,3.9,10.4,0,3,880,9,0.67,52.17,10
19,3,15.8,3,12.4,18,3.7,30.7,0,3,282,7,0.34,19.33,13
23,13,16.4,0,13.9,22,3.8,31.3,0,4,566,11,4.05,167.85,7
16,14,14.9,1,15,16,3.4,36.5,0,3,190,9,1.36,116.24,10
5,11,15.6,1,11.1,14,4,46.3,32,3,722,9,6.57,669.42,15
20,2,16.2,2,11,26,3.6,27,0,4,613,11,0.39,37.45,15
14,14,15.4,1,11.9,15,3.7,39.8,0,3,636,9,2.67,396.38,15
14,7,15.7,3,12.7,17,4.1,39.3,1,3,462,10,1.00,160.35,1
16,5,16.1,0,11.6,28,4.3,28.7,0,2,849,7,0.63,18.14,12
7,5,15.4,2,11.1,24,4.2,47.6,0,2,677,7,2.63,262.82,15
21,3,14.7,1,10.4,21,4.1,38.9,0,2,689,6,0.24,19.87,8
16,13,16.6,3,13.5,21,3.6,27.2,0,2,619,7,1.44,46.87,10
